,COUNTY,R2SCOREBEFORE,R2SCOREAFTER
209,Tillman,28.60273387067361,28.60273387067361
210,Yell,2.8834193851640992,2.8834193851640992
211,Emmons,0.005188392478408829,0.005188392478408829
212,Izard,12.235064169648549,12.235064169648549
213,Buena Vista,20.85140461159437,20.85140461159437
214,Bowman,0.0051881367287937045,0.0051881367287937045
215,Stutsman,18.740211899861237,18.740211899861237
216,Oglala Lakota,0.3277570952120888,0.3277570952120888
217,Burt,1.2981062503101974,1.2981062503101974
218,Corson,0.10924655186579643,0.10924655186579643
219,Jerauld,11.973051732315273,11.973051732315273
220,Sargent,0.3074761167704679,0.3074761167704679
221,Okfuskee,0.08509628019984182,0.08509628019984182
222,Miner,0.005186744103575856,0.005186744103575856
223,Niobrara,0.2736765516211776,0.2736765516211776
224,Box Butte,0.005190885656943517,0.005190885656943517
225,Rolette,0.32272470853016233,0.32272470853016233
226,Sanborn,1.5076965828216058,1.5076965828216058
227,Sully,0.005183653678405172,0.005183653678405172
228,Alfalfa,0.005189930869478317,0.005189930869478317
229,Morrill,2.019626597347464,2.019626597347464
230,Nance,0.5206474486493995,0.5206474486493995
231,Moody,5.21920871951138,5.21920871951138
232,Red Willow,0.8318795132709506,0.8318795132709506
233,Woods,1.511939636037315,1.511939636037315
234,Furnas,1.2506751485604428,1.2506751485604428
235,Sanpete,6.938363544832702,6.938363544832702
236,Dixon,36.0982845371555,36.0982845371555
237,Cimarron,0.0051865514455058815,0.0051865514455058815
238,Stanley,13.155315197160295,13.155315197160295
